datapoint,factValue
dp3295222,2599769484.20463
dp3295257,1494675180.3019738
dp3529562,16217741346.250004
dp3530765,157436454484.717
dp3530792,180531732673.5915
dp3530795,2374418632.5387836
dp3530803,400992621.587494
dp3530808,7680923.991618964
