datapoint,factValue
dp3525475,-286998962.50802314
dp3525476,32380688.53572063
dp3525477,-417018643.0605197
dp3525478,27257354.633701205
dp3525479,-462299347.4380942
dp3525480,232244449.47373512
dp3525481,219500720.69037378
dp3525482,-961929132.1900575
dp3525483,59527764.86532889
dp3525484,-230636565.2143875
dp3525485,-307683735.5727207
dp3525486,183692851.8983233
dp3525487,-994605279.3991121
dp3525488,-440974451.656937
dp3525489,-10730710.685977079
dp3525490,8673646.87324698
