datapoint,factValue
dp3294936,400992621.587494
dp3294979,172508647831.2794
dp3295150,7680923.991618964
dp3295222,2599769484.20463
dp3295257,1494675180.3019738
dp3530796,16217741346.250004
dp3530809,2087268751.29
dp3530821,149886686604.49
