datapoint,factValue
dp3295823,16217741346.250004
dp3529562,16217741346.250004
dp3529595,53927425660.561844
dp3529623,1553779246.514329
dp3529636,34906042531.2802
dp3529641,504018157.63
dp3529642,7680923.991618964
dp3529656,400992621.587494
