datapoint,factValue
dp3295823,16217741346.250004
dp3529561,1548735316.79
dp3529562,16217741346.250004
dp3529563,125930656892.7557
dp3529623,1553779246.514329
dp3529657,400992621.587494
dp3529771,104159786752.40619
dp3529780,7680923.991618964
